id,category_slug,category_name,title,description,comment,tags,source,source_id,source_page_url,source_image_url,source_author,source_author_url,source_license,local_path,media_url,bucket_name,object_key,media_kind,mime_type,created_at
41,redes,Redes,Nodo de Redes para explorar nuevas ideas #41,Imagen de prueba para demostrar carga dinámica desde SQL Server y FastAPI.,Referencia visual adecuada para demostrar organización de recursos por etiquetas y categorías.,"redes, conectividad, servidores, infraestructura, red",unsplash_cdn,redes-41,https://unsplash.com,https://images.unsplash.com/photo-1544197150-b99a580bb7a8?q=80&w=800&auto=format&fit=crop,Unsplash Contributor,https://unsplash.com,Unsplash License,backend/static/seed/images/redes/redes-041.webp,http://localhost:8000/static/seed/images/redes/redes-041.webp,local-dev,seed/images/redes/redes-041.webp,IMAGE,image/webp,2026-06-09T07:31:46
42,redes,Redes,Inspiración aplicada a Redes #42,Imagen de prueba para demostrar carga dinámica desde SQL Server y FastAPI.,Nodo visual preparado para probar el flujo de Nexus en ambiente local.,"redes, conectividad, servidores, infraestructura, red",unsplash_cdn,redes-42,https://unsplash.com,https://images.unsplash.com/photo-1558494949-ef010cbdcc31?q=80&w=800&auto=format&fit=crop,Unsplash Contributor,https://unsplash.com,Unsplash License,backend/static/seed/images/redes/redes-042.webp,http://localhost:8000/static/seed/images/redes/redes-042.webp,local-dev,seed/images/redes/redes-042.webp,IMAGE,image/webp,2026-06-09T07:31:47
43,redes,Redes,Recurso para constelaciones de Redes #43,Este nodo puede servir como referencia inicial para conectar ideas dentro de Nexus.,Nodo visual preparado para probar el flujo de Nexus en ambiente local.,"redes, conectividad, servidores, infraestructura, red",picsum_fallback,redes-43,https://picsum.photos/seed/redes-43/800/1200,https://picsum.photos/seed/redes-43/800/1200,Picsum Photos,https://picsum.photos,Free to use,backend/static/seed/images/redes/redes-043.webp,http://localhost:8000/static/seed/images/redes/redes-043.webp,local-dev,seed/images/redes/redes-043.webp,IMAGE,image/webp,2026-06-09T07:31:49
44,redes,Redes,Concepto moderno sobre Redes #44,"Nodo útil para validar la vista de detalle, comentarios y guardados.",Contenido inicial para alimentar la plataforma y probar la API localmente.,"redes, conectividad, servidores, infraestructura, red",unsplash_cdn,redes-44,https://unsplash.com,https://images.unsplash.com/photo-1526374965328-7f61d4dc18c5?q=80&w=800&auto=format&fit=crop,Unsplash Contributor,https://unsplash.com,Unsplash License,backend/static/seed/images/redes/redes-044.webp,http://localhost:8000/static/seed/images/redes/redes-044.webp,local-dev,seed/images/redes/redes-044.webp,IMAGE,image/webp,2026-06-09T07:31:50
45,redes,Redes,Evidencia visual relacionada con Redes #45,Este nodo puede servir como referencia inicial para conectar ideas dentro de Nexus.,Contenido inicial para alimentar la plataforma y probar la API localmente.,"redes, conectividad, servidores, infraestructura, red",unsplash_cdn,redes-45,https://unsplash.com,https://images.unsplash.com/photo-1506784983877-45594efa4cbe?q=80&w=800&auto=format&fit=crop,Unsplash Contributor,https://unsplash.com,Unsplash License,backend/static/seed/images/redes/redes-045.webp,http://localhost:8000/static/seed/images/redes/redes-045.webp,local-dev,seed/images/redes/redes-045.webp,IMAGE,image/webp,2026-06-09T07:31:51
46,prototipos,Prototipos,Referencia visual sobre Prototipos #46,Referencia visual adecuada para demostrar organización de recursos por etiquetas y categorías.,Este contenido puede funcionar como ejemplo de publicación multimedia dentro del sistema.,"prototipo, producto, creatividad, validacion, idea",unsplash_cdn,prototipos-46,https://unsplash.com,https://images.unsplash.com/photo-1581291518633-83b4ebd1d83e?q=80&w=800&auto=format&fit=crop,Unsplash Contributor,https://unsplash.com,Unsplash License,backend/static/seed/images/prototipos/prototipos-046.webp,http://localhost:8000/static/seed/images/prototipos/prototipos-046.webp,local-dev,seed/images/prototipos/prototipos-046.webp,IMAGE,image/webp,2026-06-09T07:31:52
47,prototipos,Prototipos,Nodo de Prototipos para explorar nuevas ideas #47,Imagen recomendada para representar conceptos técnicos y creativos dentro de una constelación.,Nodo visual preparado para probar el flujo de Nexus en ambiente local.,"prototipo, producto, creatividad, validacion, idea",unsplash_cdn,prototipos-47,https://unsplash.com,https://images.unsplash.com/photo-1531403009284-440f080d1e12?q=80&w=800&auto=format&fit=crop,Unsplash Contributor,https://unsplash.com,Unsplash License,backend/static/seed/images/prototipos/prototipos-047.webp,http://localhost:8000/static/seed/images/prototipos/prototipos-047.webp,local-dev,seed/images/prototipos/prototipos-047.webp,IMAGE,image/webp,2026-06-09T07:31:53
48,prototipos,Prototipos,Inspiración aplicada a Prototipos #48,Nodo visual preparado para probar el flujo de Nexus en ambiente local.,"Este recurso ayuda a representar visualmente proyectos, evidencias o inspiración tecnológica.","prototipo, producto, creatividad, validacion, idea",unsplash_cdn,prototipos-48,https://unsplash.com,https://images.unsplash.com/photo-1586717791821-3f44a563fa4c?q=80&w=800&auto=format&fit=crop,Unsplash Contributor,https://unsplash.com,Unsplash License,backend/static/seed/images/prototipos/prototipos-048.webp,http://localhost:8000/static/seed/images/prototipos/prototipos-048.webp,local-dev,seed/images/prototipos/prototipos-048.webp,IMAGE,image/webp,2026-06-09T07:31:54
49,prototipos,Prototipos,Nodo de Prototipos para explorar nuevas ideas #49,"Nodo útil para validar la vista de detalle, comentarios y guardados.",Imagen de prueba para demostrar carga dinámica desde SQL Server y FastAPI.,"prototipo, producto, creatividad, validacion, idea",picsum_fallback,prototipos-49,https://picsum.photos/seed/prototipos-49/800/1200,https://picsum.photos/seed/prototipos-49/800/1200,Picsum Photos,https://picsum.photos,Free to use,backend/static/seed/images/prototipos/prototipos-049.webp,http://localhost:8000/static/seed/images/prototipos/prototipos-049.webp,local-dev,seed/images/prototipos/prototipos-049.webp,IMAGE,image/webp,2026-06-09T07:31:56
50,prototipos,Prototipos,Recurso visual de Prototipos #50,Imagen recomendada para representar conceptos técnicos y creativos dentro de una constelación.,"Este recurso ayuda a representar visualmente proyectos, evidencias o inspiración tecnológica.","prototipo, producto, creatividad, validacion, idea",unsplash_cdn,prototipos-50,https://unsplash.com,https://images.unsplash.com/photo-1507238691740-187a5b1d37b8?q=80&w=800&auto=format&fit=crop,Unsplash Contributor,https://unsplash.com,Unsplash License,backend/static/seed/images/prototipos/prototipos-050.webp,http://localhost:8000/static/seed/images/prototipos/prototipos-050.webp,local-dev,seed/images/prototipos/prototipos-050.webp,IMAGE,image/webp,2026-06-09T07:31:57
51,robotica-iot,Robótica e IoT,Recurso para constelaciones de Robótica e IoT #51,Imagen de prueba para demostrar carga dinámica desde SQL Server y FastAPI.,"Este recurso ayuda a representar visualmente proyectos, evidencias o inspiración tecnológica.","robotica, iot, sensores, dispositivos, automatizacion",unsplash_cdn,robotica-iot-51,https://unsplash.com,https://images.unsplash.com/photo-1485827404703-89b55fcc595e?q=80&w=800&auto=format&fit=crop,Unsplash Contributor,https://unsplash.com,Unsplash License,backend/static/seed/images/robotica-iot/robotica-iot-051.webp,http://localhost:8000/static/seed/images/robotica-iot/robotica-iot-051.webp,local-dev,seed/images/robotica-iot/robotica-iot-051.webp,IMAGE,image/webp,2026-06-09T07:31:58
52,robotica-iot,Robótica e IoT,Conexión creativa para proyectos de Robótica e IoT #52,Referencia visual adecuada para demostrar organización de recursos por etiquetas y categorías.,Este contenido puede funcionar como ejemplo de publicación multimedia dentro del sistema.,"robotica, iot, sensores, dispositivos, automatizacion",unsplash_cdn,robotica-iot-52,https://unsplash.com,https://images.unsplash.com/photo-1531747118685-ca8fa6e08806?q=80&w=800&auto=format&fit=crop,Unsplash Contributor,https://unsplash.com,Unsplash License,backend/static/seed/images/robotica-iot/robotica-iot-052.webp,http://localhost:8000/static/seed/images/robotica-iot/robotica-iot-052.webp,local-dev,seed/images/robotica-iot/robotica-iot-052.webp,IMAGE,image/webp,2026-06-09T07:32:00
53,robotica-iot,Robótica e IoT,Recurso visual de Robótica e IoT #53,Imagen de prueba para demostrar carga dinámica desde SQL Server y FastAPI.,Este nodo puede servir como referencia inicial para conectar ideas dentro de Nexus.,"robotica, iot, sensores, dispositivos, automatizacion",unsplash_cdn,robotica-iot-53,https://unsplash.com,https://images.unsplash.com/photo-1518770660439-4636190af475?q=80&w=800&auto=format&fit=crop,Unsplash Contributor,https://unsplash.com,Unsplash License,backend/static/seed/images/robotica-iot/robotica-iot-053.webp,http://localhost:8000/static/seed/images/robotica-iot/robotica-iot-053.webp,local-dev,seed/images/robotica-iot/robotica-iot-053.webp,IMAGE,image/webp,2026-06-09T07:32:01
54,robotica-iot,Robótica e IoT,Conexión creativa para proyectos de Robótica e IoT #54,"Este recurso ayuda a representar visualmente proyectos, evidencias o inspiración tecnológica.",Este contenido puede funcionar como ejemplo de publicación multimedia dentro del sistema.,"robotica, iot, sensores, dispositivos, automatizacion",unsplash_cdn,robotica-iot-54,https://unsplash.com,https://images.unsplash.com/photo-1563770660941-20978e870e26?q=80&w=800&auto=format&fit=crop,Unsplash Contributor,https://unsplash.com,Unsplash License,backend/static/seed/images/robotica-iot/robotica-iot-054.webp,http://localhost:8000/static/seed/images/robotica-iot/robotica-iot-054.webp,local-dev,seed/images/robotica-iot/robotica-iot-054.webp,IMAGE,image/webp,2026-06-09T07:32:02
55,robotica-iot,Robótica e IoT,Idea destacada de Robótica e IoT #55,"Este recurso ayuda a representar visualmente proyectos, evidencias o inspiración tecnológica.",Este contenido puede funcionar como ejemplo de publicación multimedia dentro del sistema.,"robotica, iot, sensores, dispositivos, automatizacion",unsplash_cdn,robotica-iot-55,https://unsplash.com,https://images.unsplash.com/photo-1581092160607-ee22621dd758?q=80&w=800&auto=format&fit=crop,Unsplash Contributor,https://unsplash.com,Unsplash License,backend/static/seed/images/robotica-iot/robotica-iot-055.webp,http://localhost:8000/static/seed/images/robotica-iot/robotica-iot-055.webp,local-dev,seed/images/robotica-iot/robotica-iot-055.webp,IMAGE,image/webp,2026-06-09T07:32:03
56,sostenibilidad-tech,Sostenibilidad Tecnológica,Recurso visual de Sostenibilidad Tecnológica #56,Contenido inicial para alimentar la plataforma y probar la API localmente.,"Este recurso ayuda a representar visualmente proyectos, evidencias o inspiración tecnológica.","sostenibilidad, tecnologia-verde, innovacion, energia, impacto",unsplash_cdn,sostenibilidad-tech-56,https://unsplash.com,https://images.unsplash.com/photo-1509391366360-2e959784a276?q=80&w=800&auto=format&fit=crop,Unsplash Contributor,https://unsplash.com,Unsplash License,backend/static/seed/images/sostenibilidad-tech/sostenibilidad-tech-056.webp,http://localhost:8000/static/seed/images/sostenibilidad-tech/sostenibilidad-tech-056.webp,local-dev,seed/images/sostenibilidad-tech/sostenibilidad-tech-056.webp,IMAGE,image/webp,2026-06-09T07:32:05
57,sostenibilidad-tech,Sostenibilidad Tecnológica,Recurso visual de Sostenibilidad Tecnológica #57,Este nodo puede servir como referencia inicial para conectar ideas dentro de Nexus.,Imagen de prueba para demostrar carga dinámica desde SQL Server y FastAPI.,"sostenibilidad, tecnologia-verde, innovacion, energia, impacto",unsplash_cdn,sostenibilidad-tech-57,https://unsplash.com,https://images.unsplash.com/photo-1466611653911-95081537e5b7?q=80&w=800&auto=format&fit=crop,Unsplash Contributor,https://unsplash.com,Unsplash License,backend/static/seed/images/sostenibilidad-tech/sostenibilidad-tech-057.webp,http://localhost:8000/static/seed/images/sostenibilidad-tech/sostenibilidad-tech-057.webp,local-dev,seed/images/sostenibilidad-tech/sostenibilidad-tech-057.webp,IMAGE,image/webp,2026-06-09T07:32:06
58,sostenibilidad-tech,Sostenibilidad Tecnológica,Referencia visual sobre Sostenibilidad Tecnológica #58,Referencia visual adecuada para demostrar organización de recursos por etiquetas y categorías.,Referencia visual adecuada para demostrar organización de recursos por etiquetas y categorías.,"sostenibilidad, tecnologia-verde, innovacion, energia, impacto",unsplash_cdn,sostenibilidad-tech-58,https://unsplash.com,https://images.unsplash.com/photo-1473341304170-971dccb5ac1e?q=80&w=800&auto=format&fit=crop,Unsplash Contributor,https://unsplash.com,Unsplash License,backend/static/seed/images/sostenibilidad-tech/sostenibilidad-tech-058.webp,http://localhost:8000/static/seed/images/sostenibilidad-tech/sostenibilidad-tech-058.webp,local-dev,seed/images/sostenibilidad-tech/sostenibilidad-tech-058.webp,IMAGE,image/webp,2026-06-09T07:32:07
59,sostenibilidad-tech,Sostenibilidad Tecnológica,Evidencia visual relacionada con Sostenibilidad Tecnológica #59,Referencia visual adecuada para demostrar organización de recursos por etiquetas y categorías.,Contenido inicial para alimentar la plataforma y probar la API localmente.,"sostenibilidad, tecnologia-verde, innovacion, energia, impacto",unsplash_cdn,sostenibilidad-tech-59,https://unsplash.com,https://images.unsplash.com/photo-1542601906990-b4d3fb778b09?q=80&w=800&auto=format&fit=crop,Unsplash Contributor,https://unsplash.com,Unsplash License,backend/static/seed/images/sostenibilidad-tech/sostenibilidad-tech-059.webp,http://localhost:8000/static/seed/images/sostenibilidad-tech/sostenibilidad-tech-059.webp,local-dev,seed/images/sostenibilidad-tech/sostenibilidad-tech-059.webp,IMAGE,image/webp,2026-06-09T07:32:08
60,sostenibilidad-tech,Sostenibilidad Tecnológica,Inspiración aplicada a Sostenibilidad Tecnológica #60,Imagen de prueba para demostrar carga dinámica desde SQL Server y FastAPI.,Este nodo puede servir como referencia inicial para conectar ideas dentro de Nexus.,"sostenibilidad, tecnologia-verde, innovacion, energia, impacto",unsplash_cdn,sostenibilidad-tech-60,https://unsplash.com,https://images.unsplash.com/photo-1451187580459-43490279c0fa?q=80&w=800&auto=format&fit=crop,Unsplash Contributor,https://unsplash.com,Unsplash License,backend/static/seed/images/sostenibilidad-tech/sostenibilidad-tech-060.webp,http://localhost:8000/static/seed/images/sostenibilidad-tech/sostenibilidad-tech-060.webp,local-dev,seed/images/sostenibilidad-tech/sostenibilidad-tech-060.webp,IMAGE,image/webp,2026-06-09T07:32:09
